"Date","Description","Comments","Check Number","Amount","Balance"
"05/29/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/29/24 Card 3805","","","($15.84)","$220.74"
"05/29/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 05/29/24 Card 3805","","","($25.31)","$195.43"
"05/29/2024","Amazon Prime*N37224DN3 Amzn.com/bill WA Card 3805","","","($16.19)","$179.24"
"05/31/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$725.72","$904.96"
"05/31/2024","Visa Check  GRUBHUBTACOBELL GRUBHUB.COM NY 05/31/24 Card 3805","","","($31.51)","$873.45"
"05/31/2024","Deposit Dividend Tiered Rate APY Earned  0.06% 05/01/24 to 05/31/24","","","$0.02","$873.47"
"06/01/2024","Visa Check  QT 4206 INSIDE PARKER CO 05/31/24 Card 3805","","","($14.16)","$859.31"
"06/01/2024","Visa Check  #5716 EVERYDAY STORE PARKER CO 05/30/24 Card 3805","","","($24.31)","$835.00"
"06/01/2024","Visa Check  RITA'S #1381 PARKER CO 05/30/24 Card 3805","","","($14.88)","$820.12"
"06/01/2024","CIGNA 877 484 5967 877-484-5967 FL Card 3805","","","($19.37)","$800.75"
"06/01/2024","Visa Check  SOLSTICE WWW.SOLSTICEB FL 06/01/24 Card 3805","","","($8.14)","$792.61"
"06/01/2024","Visa Check  ZEL*LAURA HOUCK Visa Direct AZ 06/02/24 Card 3805","","","($73.00)","$719.61"
"06/01/2024","Visa Check  7-ELEVEN 32923 PARKER CO 05/31/24 Card 3805","","","($10.07)","$709.54"
"06/01/2024","Visa Check  NATIONAL MENTAL HEALTH 303-2254322 CO 05/31/24 Card 3805","","","($10.20)","$699.34"
"06/03/2024","AMAZON CORP  : SYF PAYMNT   : 9069872103","","","($194.78)","$504.56"
"06/05/2024","Visa Check  GOOGLE *Zynga Inc g.co/helppay# CA 06/04/24 Card 3805","","","($9.99)","$494.57"
"06/05/2024","Visa Check  707-652-3328ADAPTDMIND ADAPTEDMIND.C CA 06/05/24 Card 3805","","","($9.95)","$484.62"
"06/07/2024","Withdrawal ENT CREDIT UNION 8671 PARK MEADOWS CTR D LONE TREE CO Card 3805","","","($40.00)","$444.62"
"06/08/2024","GOOGLE *ROBLOX 855-836-3987 CA Card 3805","","","($9.99)","$434.63"
"06/08/2024","Visa Check  PIGTAILS PARKER PARKER CO 06/07/24 Card 3805","","","($22.95)","$411.68"
"06/08/2024","Visa Check  PHILLIPS 66 - FLAT ACRE PARKER CO 06/08/24 Card 3805","","","($9.37)","$402.31"
"06/10/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/10/24 Card 3805","","","($3.23)","$399.08"
"06/10/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/10/24 Card 3805","","","($16.65)","$382.43"
"06/11/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/11/24 Card 3805","","","($5.35)","$377.08"
"06/12/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/12/24 Card 3805","","","($11.71)","$365.37"
"06/13/2024","Visa Check  GRUBHUBCHIPOTLE GRUBHUB.COM NY 06/13/24 Card 3805","","","($17.94)","$347.43"
"06/14/2024","Visa Check  #5716 EVERYDAY STORE PARKER CO 06/13/24 Card 3805","","","($40.00)","$307.43"
"06/14/2024","Visa Check  SONIC DRIVE IN #4428 PARKER CO 06/13/24 Card 3805","","","($13.04)","$294.39"
"06/14/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$474.86","$769.25"
"06/14/2024","Visa Check  7-ELEVEN 34035 PARKER CO 06/13/24 Card 3805","","","($11.31)","$757.94"
"06/15/2024","Visa Check  MCDONALD'S F39752 PARKER CO 06/14/24 Card 3805","","","($14.79)","$743.15"
"06/15/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/15/24 Card 3805","","","($11.11)","$732.04"
"06/16/2024","T SQUARE PARKER CO Card 3805","","","($2.80)","$729.24"
"06/16/2024","Visa Check  GITHUB, INC. HTTPSGITHUB.C CA 06/16/24 Card 3805","","","($10.00)","$719.24"
"06/16/2024","Visa Check  FANDANGO FANDANGO.COM CA 06/16/24 Card 3805","","","($19.96)","$699.28"
"06/18/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 06/17/24 Card 3805","","","($27.35)","$671.93"
"06/18/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/18/24 Card 3805","","","($3.51)","$668.42"
"06/19/2024","Visa Check  GRUBHUBNOODLESCOMPANY GRUBHUB.COM NY 06/19/24 Card 3805","","","($18.61)","$649.81"
"06/19/2024","Visa Check  GOOGLE *YouTube Music g.co/helppay# CA 06/19/24 Card 3805","","","($11.87)","$637.94"
"06/19/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/19/24 Card 3805","","","($3.50)","$634.44"
"06/20/2024","FACTOR 888-573-5727 NY Card 3805","","","($94.69)","$539.75"
"06/20/2024","Visa Check  Amazon.com*RG5XC4B50 Amzn.com/bill WA 06/20/24 Card 3805","","","($19.72)","$520.03"
"06/20/2024","FACTOR75 188-857-3572 IL Card 3805","","","($12.35)","$507.68"
"06/20/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/20/24 Card 3805","","","($6.48)","$501.20"
"06/21/2024","Visa Check  GRUBHUBDELTACO GRUBHUB.COM NY 06/21/24 Card 3805","","","($19.11)","$482.09"
"06/22/2024","Visa Check  GRUBHUBMCDONALDS GRUBHUB.COM NY 06/22/24 Card 3805","","","($31.91)","$450.18"
"06/23/2024","Visa Check  CHIPOTLE 3592 PARKER CO 06/22/24 Card 3805","","","($10.21)","$439.97"
"06/23/2024","Visa Check  MOD PIZZA CROWN PT ECOM olo.com CO 06/22/24 Card 3805","","","($13.71)","$426.26"
"06/23/2024","Visa Check  7-ELEVEN 41543 PARKER CO 06/22/24 Card 3805","","","($7.43)","$418.83"
"06/23/2024","Visa Check  SWIRLS FROZEN YOGURT PARKER CO 06/23/24 Card 3805","","","($13.45)","$405.38"
"06/23/2024","Visa Check  OPENAI *CHATGPT SUBSCR HTTPSOPENAI.C CA 06/23/24 Card 3805","","","($20.00)","$385.38"
"06/23/2024","Visa Check  EPC*FORTNITE 919-854-0070 NC 06/23/24 Card 3805","","","($24.83)","$360.55"
"06/24/2024","Visa Check  TOWN OF PARKER PARKER CO 06/23/24 Card 3805","","","($15.00)","$345.55"
"06/24/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/24/24 Card 3805","","","($6.03)","$339.52"
"06/25/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/25/24 Card 3805","","","($17.57)","$321.95"
"06/25/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 06/25/24 Card 3805","","","($4.63)","$317.32"
"06/25/2024","Withdrawal ENT CREDIT UNION 8671 PARK MEADOWS CTR D LONE TREE CO Card 3805","","","($40.00)","$277.32"
"06/28/2024","Visa Check  WALGREENS #5261 PARKER CO 06/27/24 Card 3805","","","($7.11)","$270.21"
"06/28/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$657.22","$927.43"
"06/29/2024","Amazon Prime*RC4TY9H51 Amzn.com/bill WA Card 3805","","","($16.19)","$911.24"
"06/30/2024","Deposit Dividend Tiered Rate APY Earned  0.05% 06/01/24 to 06/30/24","","","$0.02","$911.26"
"07/01/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 07/01/24 Card 3805","","","($9.19)","$902.07"
"07/01/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 07/01/24 Card 3805","","","($2.80)","$899.27"
"07/02/2024","Visa Check  #5716 EVERYDAY STORE PARKER CO 07/01/24 Card 3805","","","($25.79)","$873.48"
"07/02/2024","CIGNA 877 484 5967 877-484-5967 FL Card 3805","","","($19.37)","$854.11"
"07/02/2024","Visa Check  SOLSTICE WWW.SOLSTICEB FL 07/02/24 Card 3805","","","($8.14)","$845.97"
"07/02/2024","AMAZON CORP  : SYF PAYMNT   : 9069872103","","","($140.96)","$705.01"
"07/02/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 07/02/24 Card 3805","","","($12.08)","$692.93"
"07/05/2024","Visa Check  707-652-3328ADAPTDMIND ADAPTEDMIND.C CA 07/05/24 Card 3805","","","($9.95)","$682.98"
"07/06/2024","Visa Check  SHELL OIL 57446054504 AURORA CO 07/05/24 Card 3805","","","($6.22)","$676.76"
"07/06/2024","Withdrawal 7ELEVEN-FC 16550 KEYSTONE BLVD PARKER CO Card 3805","","","($60.00)","$616.76"
"07/07/2024","Visa Check  7-ELEVEN 41543 PARKER CO 07/06/24 Card 3805","","","($8.41)","$608.35"
"07/08/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 07/08/24 Card 3805","","","($10.97)","$597.38"
"07/09/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 07/09/24 Card 3805","","","($12.83)","$584.55"
"07/10/2024","Visa Check  GRUBHUBTERIYAKIMADNES GRUBHUB.COM NY 07/10/24 Card 3805","","","($23.38)","$561.17"
"07/10/2024","CHASE CREDIT CRD  : EPAY   : 5760039224 NAME: MICHAEL J LIGGINS","","","($500.00)","$61.17"
"07/10/2024","KING SOOPERS #0088 17031 LINCOLN AVE PARKER CO Card 3805","","","($10.01)","$51.16"
"07/10/2024","Visa Check  TWISTERS PAR 21 PARKER CO 07/10/24 Card 3805","","","($9.17)","$41.99"
"07/11/2024","Visa Check  WALGREENS #5261 PARKER CO 07/10/24 Card 3805","","","($5.00)","$36.99"
"07/12/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$309.49","$346.48"
"07/12/2024","Visa Check  McDonalds 39752 112-3456789 CO 07/12/24 Card 3805","","","($17.95)","$328.53"
"07/12/2024","Visa Check  EPC*FORTNITE 919-854-0070 NC 07/12/24 Card 3805","","","($9.71)","$318.82"
"07/13/2024","Visa Check  STINKER #334 AURORA CO 07/12/24 Card 3805","","","($20.01)","$298.81"
"07/13/2024","Withdrawal 7ELEVEN-FC 16550 KEYSTONE BLVD PARKER CO Card 3805","","","($20.00)","$278.81"
"07/15/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 07/15/24 Card 3805","","","($14.89)","$263.92"
"07/15/2024","Visa Check  AMAZON MKTPL*RS71P0OU1 Amzn.com/bill WA 07/15/24 Card 3805","","","($17.81)","$246.11"
"07/15/2024","Visa Check  GRUBHUBTERIYAKIMADNES GRUBHUB.COM NY 07/15/24 Card 3805","","","($24.56)","$221.55"
"07/16/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 07/16/24 Card 3805","","","($11.30)","$210.25"
"07/16/2024","Visa Check  GITHUB, INC. HTTPSGITHUB.C CA 07/16/24 Card 3805","","","($10.00)","$200.25"
"07/16/2024","Visa Check  WALMART.COM 800-925-6278 AR 07/16/24 Card 3805","","","($48.74)","$151.51"
"07/16/2024","Visa Check  McDonalds 39752 112-3456789 CO 07/16/24 Card 3805","","","($11.11)","$140.40"
"07/18/2024","Visa Check  GRUBHUBCOLONNASPIZZA GRUBHUB.COM NY 07/18/24 Card 3805","","","($36.54)","$103.86"
"07/19/2024","Visa Check  GOOGLE *YouTube Music g.co/helppay# CA 07/19/24 Card 3805","","","($11.87)","$91.99"
"07/19/2024","Visa Check  QT 4206 INSIDE PARKER CO 07/18/24 Card 3805","","","($27.70)","$64.29"
